track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy,psi_rad,length,width
1,1,100,car,-13.774,0.75,4.613,-0.258,-0.056,5.77,1.77
1,2,200,car,-13.314,0.725,4.576,-0.244,-0.053,5.77,1.77
1,3,300,car,-12.859,0.701,4.535,-0.231,-0.051,5.77,1.77
1,4,400,car,-12.408,0.678,4.488,-0.218,-0.049,5.77,1.77
1,5,500,car,-11.962,0.657,4.434,-0.207,-0.047,5.77,1.77
1,6,600,car,-11.521,0.637,4.371,-0.198,-0.045,5.77,1.77
1,7,700,car,-11.088,0.618,4.299,-0.19,-0.044,5.77,1.77
1,8,800,car,-10.662,0.599,4.219,-0.183,-0.043,5.77,1.77
1,9,900,car,-10.244,0.581,4.13,-0.176,-0.043,5.77,1.77
1,10,1000,car,-9.836,0.564,4.034,-0.17,-0.042,5.77,1.77
1,11,1100,car,-9.438,0.547,3.933,-0.163,-0.041,5.77,1.77
1,12,1200,car,-9.05,0.531,3.827,-0.154,-0.04,5.77,1.77
1,13,1300,car,-8.673,0.516,3.718,-0.145,-0.039,5.77,1.77
1,14,1400,car,-8.306,0.502,3.606,-0.134,-0.037,5.77,1.77
1,15,1500,car,-7.951,0.489,3.491,-0.123,-0.035,5.77,1.77
1,16,1600,car,-7.608,0.478,3.374,-0.113,-0.033,5.77,1.77
1,17,1700,car,-7.277,0.467,3.255,-0.104,-0.032,5.77,1.77
1,18,1800,car,-6.957,0.457,3.135,-0.097,-0.031,5.77,1.77
1,19,1900,car,-6.65,0.447,3.014,-0.092,-0.03,5.77,1.77
1,20,2000,car,-6.354,0.438,2.893,-0.089,-0.031,5.77,1.77
1,21,2100,car,-6.071,0.429,2.774,-0.089,-0.032,5.77,1.77
1,22,2200,car,-5.8,0.42,2.656,-0.092,-0.035,5.77,1.77
1,23,2300,car,-5.54,0.411,2.541,-0.097,-0.038,5.77,1.77
1,24,2400,car,-5.291,0.401,2.431,-0.104,-0.043,5.77,1.77
1,25,2500,car,-5.053,0.39,2.325,-0.112,-0.048,5.77,1.77
1,26,2600,car,-4.826,0.378,2.224,-0.12,-0.054,5.77,1.77
1,27,2700,car,-4.608,0.366,2.128,-0.127,-0.06,5.77,1.77
1,28,2800,car,-4.4,0.353,2.037,-0.134,-0.066,5.77,1.77
1,29,2900,car,-4.201,0.339,1.948,-0.139,-0.071,5.77,1.77
1,30,3000,car,-4.01,0.325,1.862,-0.142,-0.076,5.77,1.77
1,31,3100,car,-3.828,0.311,1.777,-0.143,-0.08,5.77,1.77
1,32,3200,car,-3.655,0.297,1.694,-0.143,-0.084,5.77,1.77
1,33,3300,car,-3.489,0.282,1.613,-0.142,-0.088,5.77,1.77
1,34,3400,car,-3.332,0.268,1.533,-0.139,-0.09,5.77,1.77
1,35,3500,car,-3.183,0.255,1.456,-0.132,-0.091,5.77,1.77
1,36,3600,car,-3.041,0.242,1.379,-0.124,-0.09,5.77,1.77
1,37,3700,car,-2.907,0.23,1.305,-0.113,-0.086,5.77,1.77
1,38,3800,car,-2.78,0.219,1.231,-0.1,-0.081,5.77,1.77
1,39,3900,car,-2.66,0.21,1.159,-0.086,-0.074,5.77,1.77
1,40,4000,car,-2.548,0.202,1.089,-0.071,-0.065,5.77,1.77
1,41,4100,car,-2.443,0.196,1.021,-0.056,-0.055,5.77,1.77
1,42,4200,car,-2.344,0.191,0.954,-0.041,-0.043,5.77,1.77
1,43,4300,car,-2.252,0.187,0.887,-0.027,-0.03,5.77,1.77
1,44,4400,car,-2.166,0.185,0.822,-0.014,-0.017,5.77,1.77
1,45,4500,car,-2.087,0.185,0.758,-0.004,-0.006,5.77,1.77
1,46,4600,car,-2.015,0.184,0.696,0.002,0.003,5.77,1.77
1,47,4700,car,-1.948,0.185,0.638,0.006,0.009,5.77,1.77
1,48,4800,car,-1.887,0.185,0.585,0.006,0.009,5.77,1.77
1,49,4900,car,-1.831,0.186,0.538,0.003,0.005,5.77,1.77
1,50,5000,car,-1.779,0.186,0.499,-0.003,-0.006,5.77,1.77
1,51,5100,car,-1.73,0.185,0.468,-0.011,-0.023,5.77,1.77
1,52,5200,car,-1.685,0.184,0.445,-0.02,-0.044,5.77,1.77
1,53,5300,car,-1.641,0.181,0.432,-0.029,-0.067,5.77,1.77
1,54,5400,car,-1.598,0.178,0.429,-0.038,-0.088,5.77,1.77
1,55,5500,car,-1.555,0.174,0.433,-0.045,-0.103,5.77,1.77
1,56,5600,car,-1.511,0.169,0.445,-0.05,-0.113,5.77,1.77
1,57,5700,car,-1.465,0.164,0.462,-0.055,-0.118,5.77,1.77
1,58,5800,car,-1.418,0.158,0.484,-0.057,-0.118,5.77,1.77
1,59,5900,car,-1.368,0.152,0.51,-0.058,-0.114,5.77,1.77
1,60,6000,car,-1.316,0.146,0.54,-0.059,-0.108,5.77,1.77
1,61,6100,car,-1.26,0.14,0.575,-0.058,-0.101,5.77,1.77
1,62,6200,car,-1.201,0.135,0.615,-0.058,-0.094,5.77,1.77
1,63,6300,car,-1.137,0.129,0.659,-0.056,-0.085,5.77,1.77
1,64,6400,car,-1.069,0.123,0.71,-0.054,-0.076,5.77,1.77
1,65,6500,car,-0.995,0.118,0.767,-0.052,-0.068,5.77,1.77
1,66,6600,car,-0.915,0.113,0.834,-0.05,-0.06,5.77,1.77
1,67,6700,car,-0.828,0.108,0.909,-0.048,-0.052,5.77,1.77
1,68,6800,car,-0.732,0.104,0.995,-0.045,-0.045,5.77,1.77
1,69,6900,car,-0.628,0.099,1.092,-0.044,-0.04,5.77,1.77
1,70,7000,car,-0.513,0.095,1.2,-0.044,-0.036,5.77,1.77
1,71,7100,car,-0.387,0.09,1.318,-0.044,-0.034,5.77,1.77
1,72,7200,car,-0.249,0.086,1.446,-0.046,-0.032,5.77,1.77
1,73,7300,car,-0.098,0.081,1.583,-0.05,-0.032,5.77,1.77
1,74,7400,car,0.068,0.076,1.726,-0.056,-0.033,5.77,1.77
