track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy,psi_rad,length,width
1,1,100,car,1025.674,998.178,-1.019,6.579,1.724,4.7,1.96
1,2,200,car,1025.572,998.836,-1.023,6.6,1.725,4.7,1.96
1,3,300,car,1025.47,999.496,-1.03,6.638,1.725,4.7,1.96
1,4,400,car,1025.366,1000.16,-1.041,6.695,1.725,4.7,1.96
1,5,500,car,1025.262,1000.829,-1.054,6.769,1.725,4.7,1.96
1,6,600,car,1025.156,1001.506,-1.069,6.858,1.725,4.7,1.96
1,7,700,car,1025.049,1002.192,-1.087,6.96,1.726,4.7,1.96
1,8,800,car,1024.94,1002.888,-1.106,7.074,1.726,4.7,1.96
1,9,900,car,1024.829,1003.595,-1.127,7.198,1.726,4.7,1.96
1,10,1000,car,1024.717,1004.315,-1.149,7.329,1.726,4.7,1.96
1,11,1100,car,1024.602,1005.048,-1.171,7.466,1.726,4.7,1.96
1,12,1200,car,1024.484,1005.794,-1.194,7.608,1.726,4.7,1.96
1,13,1300,car,1024.365,1006.555,-1.216,7.753,1.726,4.7,1.96
1,14,1400,car,1024.244,1007.33,-1.238,7.9,1.726,4.7,1.96
1,15,1500,car,1024.12,1008.121,-1.26,8.049,1.726,4.7,1.96
1,16,1600,car,1023.994,1008.925,-1.28,8.197,1.726,4.7,1.96
1,17,1700,car,1023.867,1009.745,-1.3,8.346,1.725,4.7,1.96
1,18,1800,car,1023.738,1010.58,-1.319,8.494,1.725,4.7,1.96
1,19,1900,car,1023.607,1011.429,-1.336,8.64,1.724,4.7,1.96
1,20,2000,car,1023.474,1012.294,-1.353,8.786,1.724,4.7,1.96
1,21,2100,car,1023.339,1013.172,-1.369,8.929,1.723,4.7,1.96
1,22,2200,car,1023.204,1014.065,-1.383,9.07,1.722,4.7,1.96
1,23,2300,car,1023.066,1014.973,-1.397,9.21,1.721,4.7,1.96
1,24,2400,car,1022.928,1015.894,-1.41,9.346,1.721,4.7,1.96
1,25,2500,car,1022.788,1016.829,-1.422,9.48,1.72,4.7,1.96
1,26,2600,car,1022.647,1017.777,-1.433,9.61,1.719,4.7,1.96
1,27,2700,car,1022.505,1018.738,-1.444,9.736,1.718,4.7,1.96
1,28,2800,car,1022.362,1019.712,-1.454,9.858,1.717,4.7,1.96
1,29,2900,car,1022.218,1020.698,-1.463,9.975,1.716,4.7,1.96
1,30,3000,car,1022.073,1021.695,-1.471,10.086,1.716,4.7,1.96
1,31,3100,car,1021.927,1022.704,-1.479,10.19,1.715,4.7,1.96
1,32,3200,car,1021.78,1023.723,-1.485,10.285,1.714,4.7,1.96
1,33,3300,car,1021.632,1024.752,-1.491,10.37,1.714,4.7,1.96
1,34,3400,car,1021.484,1025.789,-1.495,10.443,1.713,4.7,1.96
1,35,3500,car,1021.335,1026.833,-1.498,10.504,1.712,4.7,1.96
1,36,3600,car,1021.186,1027.884,-1.5,10.552,1.712,4.7,1.96
1,37,3700,car,1021.037,1028.939,-1.5,10.586,1.712,4.7,1.96
1,38,3800,car,1020.887,1029.998,-1.499,10.609,1.711,4.7,1.96
1,39,3900,car,1020.738,1031.059,-1.497,10.622,1.711,4.7,1.96
1,40,4000,car,1020.589,1032.121,-1.493,10.626,1.71,4.7,1.96
1,41,4100,car,1020.44,1033.184,-1.489,10.627,1.71,4.7,1.96
2,1,100,car,1055.745,1007.586,-4.53,0.014,3.138,4.66,1.94
2,2,200,car,1055.292,1007.59,-4.511,0.024,3.136,4.66,1.94
2,3,300,car,1054.841,1007.596,-4.464,0.035,3.134,4.66,1.94
2,4,400,car,1054.395,1007.604,-4.388,0.046,3.131,4.66,1.94
2,5,500,car,1053.956,1007.613,-4.286,0.057,3.128,4.66,1.94
2,6,600,car,1053.527,1007.623,-4.164,0.068,3.125,4.66,1.94
2,7,700,car,1053.111,1007.634,-4.026,0.078,3.122,4.66,1.94
2,8,800,car,1052.708,1007.647,-3.879,0.088,3.119,4.66,1.94
2,9,900,car,1052.321,1007.661,-3.726,0.097,3.116,4.66,1.94
2,10,1000,car,1051.948,1007.676,-3.573,0.105,3.112,4.66,1.94
2,11,1100,car,1051.591,1007.692,-3.422,0.112,3.109,4.66,1.94
2,12,1200,car,1051.249,1007.708,-3.276,0.119,3.105,4.66,1.94
2,13,1300,car,1050.922,1007.726,-3.137,0.125,3.102,4.66,1.94
2,14,1400,car,1050.608,1007.743,-3.006,0.13,3.099,4.66,1.94
2,15,1500,car,1050.308,1007.762,-2.884,0.134,3.095,4.66,1.94
2,16,1600,car,1050.019,1007.78,-2.771,0.138,3.092,4.66,1.94
2,17,1700,car,1049.743,1007.8,-2.667,0.142,3.088,4.66,1.94
2,18,1800,car,1049.476,1007.819,-2.571,0.146,3.085,4.66,1.94
2,19,1900,car,1049.22,1007.839,-2.483,0.149,3.082,4.66,1.94
2,20,2000,car,1048.972,1007.859,-2.403,0.152,3.078,4.66,1.94
2,21,2100,car,1048.732,1007.879,-2.331,0.156,3.075,4.66,1.94
2,22,2200,car,1048.499,1007.9,-2.265,0.159,3.072,4.66,1.94
2,23,2300,car,1048.273,1007.921,-2.206,0.162,3.068,4.66,1.94
2,24,2400,car,1048.053,1007.942,-2.154,0.166,3.065,4.66,1.94
2,25,2500,car,1047.838,1007.964,-2.108,0.169,3.061,4.66,1.94
2,26,2600,car,1047.627,1007.986,-2.07,0.173,3.058,4.66,1.94
2,27,2700,car,1047.421,1008.009,-2.04,0.178,3.055,4.66,1.94
2,28,2800,car,1047.217,1008.032,-2.016,0.183,3.051,4.66,1.94
2,29,2900,car,1047.016,1008.056,-2.002,0.189,3.048,4.66,1.94
2,30,3000,car,1046.817,1008.08,-1.995,0.195,3.044,4.66,1.94
2,31,3100,car,1046.618,1008.105,-1.998,0.203,3.04,4.66,1.94
2,32,3200,car,1046.418,1008.13,-2.011,0.212,3.037,4.66,1.94
2,33,3300,car,1046.218,1008.157,-2.032,0.221,3.033,4.66,1.94
2,34,3400,car,1046.015,1008.185,-2.062,0.233,3.029,4.66,1.94
2,35,3500,car,1045.81,1008.214,-2.099,0.245,3.025,4.66,1.94
2,36,3600,car,1045.601,1008.244,-2.141,0.258,3.022,4.66,1.94
2,37,3700,car,1045.387,1008.275,-2.187,0.273,3.018,4.66,1.94
2,38,3800,car,1045.169,1008.309,-2.233,0.288,3.013,4.66,1.94
2,39,3900,car,1044.947,1008.343,-2.276,0.303,3.009,4.66,1.94
2,40,4000,car,1044.72,1008.38,-2.314,0.318,3.005,4.66,1.94
2,41,4100,car,1044.49,1008.418,-2.342,0.332,3.001,4.66,1.94
2,42,4200,car,1044.257,1008.457,-2.357,0.345,2.996,4.66,1.94
2,43,4300,car,1044.022,1008.498,-2.357,0.355,2.992,4.66,1.94
2,44,4400,car,1043.787,1008.54,-2.34,0.362,2.988,4.66,1.94
2,45,4500,car,1043.554,1008.582,-2.304,0.367,2.984,4.66,1.94
2,46,4600,car,1043.325,1008.625,-2.248,0.367,2.98,4.66,1.94
2,47,4700,car,1043.101,1008.667,-2.173,0.363,2.976,4.66,1.94
2,48,4800,car,1042.885,1008.709,-2.081,0.356,2.972,4.66,1.94
