track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy,psi_rad,length,width
1,1,100,car,13.856,38.136,0.098,-0.583,-1.405,4.67,1.98
1,2,200,car,13.865,38.079,0.088,-0.566,-1.417,4.67,1.98
1,3,300,car,13.874,38.023,0.078,-0.547,-1.429,4.67,1.98
1,4,400,car,13.881,37.97,0.07,-0.527,-1.439,4.67,1.98
1,5,500,car,13.888,37.918,0.063,-0.505,-1.448,4.67,1.98
1,6,600,car,13.894,37.869,0.056,-0.483,-1.455,4.67,1.98
1,7,700,car,13.899,37.821,0.051,-0.462,-1.461,4.67,1.98
1,8,800,car,13.904,37.776,0.048,-0.445,1.775,4.67,1.98
1,9,900,car,13.909,37.732,0.049,-0.433,1.802,4.67,1.98
1,10,1000,car,13.914,37.689,0.052,-0.427,1.782,4.67,1.98
1,11,1100,car,13.919,37.646,0.06,-0.426,1.786,4.67,1.98
1,12,1200,car,13.926,37.603,0.069,-0.43,1.786,4.67,1.98
1,13,1300,car,13.933,37.56,0.08,-0.44,1.794,4.67,1.98
1,14,1400,car,13.942,37.515,0.092,-0.456,-1.371,4.67,1.98
1,15,1500,car,13.952,37.468,0.107,-0.479,-1.351,4.67,1.98
1,16,1600,car,13.963,37.419,0.123,-0.509,-1.334,4.67,1.98
1,17,1700,car,13.976,37.366,0.139,-0.546,-1.322,4.67,1.98
1,18,1800,car,13.991,37.309,0.155,-0.591,-1.315,4.67,1.98
1,19,1900,car,14.007,37.248,0.171,-0.643,-1.311,4.67,1.98
1,20,2000,car,14.025,37.18,0.188,-0.701,-1.308,4.67,1.98
1,21,2100,car,14.045,37.107,0.206,-0.762,-1.307,4.67,1.98
1,22,2200,car,14.067,37.028,0.224,-0.827,-1.307,4.67,1.98
1,23,2300,car,14.09,36.942,0.241,-0.897,-1.308,4.67,1.98
1,24,2400,car,14.115,36.848,0.259,-0.971,-1.31,4.67,1.98
1,25,2500,car,14.142,36.747,0.277,-1.049,-1.313,4.67,1.98
1,26,2600,car,14.17,36.638,0.295,-1.128,-1.315,4.67,1.98
1,27,2700,car,14.2,36.521,0.311,-1.209,-1.319,4.67,1.98
1,28,2800,car,14.232,36.397,0.324,-1.29,-1.325,4.67,1.98
1,29,2900,car,14.265,36.264,0.335,-1.369,-1.331,4.67,1.98
1,30,3000,car,14.299,36.123,0.343,-1.448,-1.338,4.67,1.98
1,31,3100,car,14.334,35.974,0.349,-1.526,-1.346,4.67,1.98
1,32,3200,car,14.369,35.818,0.353,-1.601,-1.354,4.67,1.98
1,33,3300,car,14.404,35.654,0.355,-1.672,-1.361,4.67,1.98
1,34,3400,car,14.44,35.484,0.358,-1.737,-1.368,4.67,1.98
1,35,3500,car,14.476,35.307,0.36,-1.795,-1.373,4.67,1.98
1,36,3600,car,14.512,35.125,0.363,-1.847,-1.377,4.67,1.98
1,37,3700,car,14.548,34.938,0.366,-1.893,-1.38,4.67,1.98
1,38,3800,car,14.585,34.747,0.369,-1.933,-1.382,4.67,1.98
1,39,3900,car,14.622,34.552,0.372,-1.967,-1.384,4.67,1.98
1,40,4000,car,14.659,34.354,0.375,-1.994,-1.385,4.67,1.98
1,41,4100,car,14.697,34.153,0.377,-2.014,-1.386,4.67,1.98
1,42,4200,car,14.735,33.951,0.375,-2.027,-1.388,4.67,1.98
1,43,4300,car,14.772,33.748,0.371,-2.034,-1.39,4.67,1.98
1,44,4400,car,14.809,33.545,0.365,-2.035,-1.393,4.67,1.98
1,45,4500,car,14.845,33.341,0.358,-2.033,-1.396,4.67,1.98
1,46,4600,car,14.88,33.138,0.352,-2.029,-1.399,4.67,1.98
1,47,4700,car,14.915,32.936,0.346,-2.022,-1.401,4.67,1.98
1,48,4800,car,14.95,32.734,0.341,-2.013,-1.403,4.67,1.98
1,49,4900,car,14.983,32.533,0.336,-2.002,-1.404,4.67,1.98
1,50,5000,car,15.017,32.334,0.333,-1.989,-1.405,4.67,1.98
1,51,5100,car,15.05,32.136,0.329,-1.976,-1.406,4.67,1.98
1,52,5200,car,15.083,31.939,0.326,-1.962,-1.406,4.67,1.98
1,53,5300,car,15.115,31.743,0.323,-1.948,-1.406,4.67,1.98
