track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy,psi_rad,length,width
55,1,100,car,1074.55,975.13,8.61,-0.26,-0.03,4.76,2.01
60,1,100,car,1042.842,977.892,7.023,-0.968,-0.137,4.13,1.97
60,2,200,car,1043.544,977.798,7.136,-0.969,-0.135,4.13,1.97
60,3,300,car,1044.258,977.704,7.248,-0.97,-0.133,4.13,1.97
60,4,400,car,1044.983,977.61,7.361,-0.971,-0.131,4.13,1.97
60,5,500,car,1045.72,977.516,7.472,-0.971,-0.129,4.13,1.97
60,6,600,car,1046.467,977.422,7.582,-0.97,-0.127,4.13,1.97
60,7,700,car,1047.226,977.328,7.69,-0.968,-0.125,4.13,1.97
60,8,800,car,1047.995,977.234,7.796,-0.966,-0.123,4.13,1.97
60,9,900,car,1048.775,977.141,7.9,-0.962,-0.121,4.13,1.97
60,10,1000,car,1049.566,977.048,8,-0.958,-0.119,4.13,1.97
60,11,1100,car,1050.366,976.955,8.098,-0.951,-0.117,4.13,1.97
60,12,1200,car,1051.176,976.863,8.191,-0.944,-0.115,4.13,1.97
60,13,1300,car,1051.996,976.773,8.281,-0.934,-0.112,4.13,1.97
60,14,1400,car,1052.824,976.683,8.366,-0.923,-0.11,4.13,1.97
60,15,1500,car,1053.661,976.594,8.446,-0.909,-0.107,4.13,1.97
60,16,1600,car,1054.506,976.507,8.521,-0.894,-0.105,4.13,1.97
60,17,1700,car,1055.359,976.422,8.589,-0.878,-0.102,4.13,1.97
60,18,1800,car,1056.218,976.338,8.65,-0.86,-0.099,4.13,1.97
60,19,1900,car,1057.084,976.257,8.704,-0.84,-0.096,4.13,1.97
60,20,2000,car,1057.954,976.177,8.749,-0.82,-0.093,4.13,1.97
60,21,2100,car,1058.83,976.099,8.786,-0.798,-0.091,4.13,1.97
60,22,2200,car,1059.709,976.023,8.815,-0.777,-0.088,4.13,1.97
60,23,2300,car,1060.591,975.95,8.836,-0.755,-0.085,4.13,1.97
60,24,2400,car,1061.474,975.878,8.85,-0.733,-0.083,4.13,1.97
60,25,2500,car,1062.36,975.809,8.857,-0.711,-0.08,4.13,1.97
60,26,2600,car,1063.246,975.741,8.858,-0.689,-0.078,4.13,1.97
60,27,2700,car,1064.132,975.676,8.854,-0.668,-0.075,4.13,1.97
60,28,2800,car,1065.017,975.612,8.847,-0.648,-0.073,4.13,1.97
60,29,2900,car,1065.902,975.551,8.837,-0.628,-0.071,4.13,1.97
60,30,3000,car,1066.786,975.491,8.826,-0.608,-0.069,4.13,1.97
60,31,3100,car,1067.669,975.433,8.814,-0.59,-0.067,4.13,1.97
60,32,3200,car,1068.551,975.377,8.803,-0.572,-0.065,4.13,1.97
60,33,3300,car,1069.431,975.323,8.792,-0.555,-0.063,4.13,1.97
60,34,3400,car,1070.31,975.27,8.784,-0.539,-0.061,4.13,1.97
60,35,3500,car,1071.189,975.219,8.777,-0.523,-0.06,4.13,1.97
60,36,3600,car,1072.067,975.169,8.773,-0.508,-0.058,4.13,1.97
60,37,3700,car,1072.944,975.12,8.771,-0.494,-0.056,4.13,1.97
60,38,3800,car,1073.822,975.074,8.771,-0.479,-0.055,4.13,1.97
60,39,3900,car,1074.699,975.028,8.772,-0.465,-0.053,4.13,1.97
62,1,100,car,1029.205,980.673,6.643,-0.649,-0.097,4.4,1.88
62,2,200,car,1029.87,980.617,6.784,-0.62,-0.091,4.4,1.88
62,3,300,car,1030.549,980.564,6.924,-0.588,-0.085,4.4,1.88
62,4,400,car,1031.243,980.514,7.062,-0.555,-0.078,4.4,1.88
62,5,500,car,1031.949,980.468,7.199,-0.521,-0.072,4.4,1.88
62,6,600,car,1032.67,980.424,7.333,-0.488,-0.066,4.4,1.88
62,7,700,car,1033.404,980.384,7.464,-0.456,-0.061,4.4,1.88
62,8,800,car,1034.151,980.345,7.593,-0.427,-0.056,4.4,1.88
62,9,900,car,1034.91,980.309,7.719,-0.401,-0.052,4.4,1.88
62,10,1000,car,1035.683,980.275,7.843,-0.38,-0.048,4.4,1.88
62,11,1100,car,1036.467,980.242,7.963,-0.362,-0.045,4.4,1.88
62,12,1200,car,1037.264,980.209,8.08,-0.35,-0.043,4.4,1.88
62,13,1300,car,1038.072,980.177,8.194,-0.341,-0.042,4.4,1.88
62,14,1400,car,1038.892,980.145,8.304,-0.337,-0.041,4.4,1.88
62,15,1500,car,1039.722,980.113,8.409,-0.336,-0.04,4.4,1.88
62,16,1600,car,1040.563,980.08,8.508,-0.338,-0.04,4.4,1.88
62,17,1700,car,1041.414,980.046,8.601,-0.343,-0.04,4.4,1.88
62,18,1800,car,1042.275,980.012,8.686,-0.349,-0.04,4.4,1.88
62,19,1900,car,1043.143,979.976,8.764,-0.357,-0.041,4.4,1.88
62,20,2000,car,1044.02,979.94,8.832,-0.364,-0.041,4.4,1.88
62,21,2100,car,1044.903,979.903,8.891,-0.372,-0.042,4.4,1.88
62,22,2200,car,1045.792,979.865,8.94,-0.378,-0.042,4.4,1.88
62,23,2300,car,1046.686,979.826,8.978,-0.384,-0.043,4.4,1.88
62,24,2400,car,1047.584,979.787,9.006,-0.388,-0.043,4.4,1.88
62,25,2500,car,1048.484,979.748,9.026,-0.391,-0.043,4.4,1.88
62,26,2600,car,1049.387,979.709,9.037,-0.393,-0.044,4.4,1.88
62,27,2700,car,1050.29,979.669,9.041,-0.394,-0.044,4.4,1.88
62,28,2800,car,1051.195,979.63,9.04,-0.394,-0.044,4.4,1.88
62,29,2900,car,1052.099,979.59,9.035,-0.394,-0.044,4.4,1.88
62,30,3000,car,1053.002,979.551,9.027,-0.393,-0.043,4.4,1.88
62,31,3100,car,1053.905,979.512,9.018,-0.391,-0.043,4.4,1.88
62,32,3200,car,1054.806,979.473,9.007,-0.39,-0.043,4.4,1.88
62,33,3300,car,1055.707,979.434,8.995,-0.389,-0.043,4.4,1.88
62,34,3400,car,1056.607,979.395,8.98,-0.387,-0.043,4.4,1.88
62,35,3500,car,1057.505,979.357,8.963,-0.386,-0.043,4.4,1.88
62,36,3600,car,1058.401,979.318,8.941,-0.385,-0.043,4.4,1.88
62,37,3700,car,1059.295,979.28,8.913,-0.384,-0.043,4.4,1.88
62,38,3800,car,1060.186,979.241,8.879,-0.383,-0.043,4.4,1.88
62,39,3900,car,1061.074,979.203,8.837,-0.381,-0.043,4.4,1.88
62,40,4000,car,1061.958,979.165,8.787,-0.379,-0.043,4.4,1.88
62,41,4100,car,1062.837,979.127,8.73,-0.377,-0.043,4.4,1.88
62,42,4200,car,1063.71,979.089,8.665,-0.375,-0.043,4.4,1.88
62,43,4300,car,1064.576,979.051,8.594,-0.372,-0.043,4.4,1.88
62,44,4400,car,1065.436,979.014,8.519,-0.369,-0.043,4.4,1.88
62,45,4500,car,1066.287,978.977,8.441,-0.366,-0.043,4.4,1.88
62,46,4600,car,1067.132,978.941,8.363,-0.363,-0.043,4.4,1.88
62,47,4700,car,1067.968,978.904,8.288,-0.36,-0.043,4.4,1.88
62,48,4800,car,1068.797,978.868,8.218,-0.358,-0.044,4.4,1.88
62,49,4900,car,1069.618,978.832,8.155,-0.356,-0.044,4.4,1.88
62,50,5000,car,1070.434,978.796,8.101,-0.355,-0.044,4.4,1.88
62,51,5100,car,1071.244,978.761,8.058,-0.354,-0.044,4.4,1.88
62,52,5200,car,1072.05,978.725,8.025,-0.354,-0.044,4.4,1.88
62,53,5300,car,1072.852,978.689,8.003,-0.354,-0.044,4.4,1.88
62,54,5400,car,1073.652,978.654,7.991,-0.355,-0.044,4.4,1.88
62,55,5500,car,1074.451,978.618,7.986,-0.356,-0.045,4.4,1.88
62,56,5600,car,1075.25,978.582,7.986,-0.357,-0.045,4.4,1.88
65,1,100,car,1016.43,981.661,4.497,-0.52,-0.115,4.84,2
65,2,200,car,1016.879,981.607,4.605,-0.54,-0.117,4.84,2
65,3,300,car,1017.339,981.55,4.711,-0.56,-0.118,4.84,2
65,4,400,car,1017.81,981.491,4.814,-0.581,-0.12,4.84,2
65,5,500,car,1018.291,981.43,4.916,-0.603,-0.122,4.84,2
65,6,600,car,1018.782,981.366,5.016,-0.625,-0.124,4.84,2
65,7,700,car,1019.284,981.301,5.117,-0.649,-0.126,4.84,2
65,8,800,car,1019.795,981.232,5.217,-0.674,-0.128,4.84,2
65,9,900,car,1020.316,981.161,5.318,-0.701,-0.131,4.84,2
65,10,1000,car,1020.847,981.087,5.421,-0.73,-0.134,4.84,2
65,11,1100,car,1021.389,981.009,5.525,-0.762,-0.137,4.84,2
65,12,1200,car,1021.941,980.929,5.631,-0.795,-0.14,4.84,2
65,13,1300,car,1022.503,980.845,5.739,-0.83,-0.144,4.84,2
65,14,1400,car,1023.077,980.757,5.847,-0.866,-0.147,4.84,2
65,15,1500,car,1023.661,980.666,5.956,-0.902,-0.15,4.84,2
65,16,1600,car,1024.256,980.571,6.064,-0.939,-0.154,4.84,2
65,17,1700,car,1024.861,980.472,6.171,-0.975,-0.157,4.84,2
65,18,1800,car,1025.478,980.371,6.276,-1.01,-0.16,4.84,2
65,19,1900,car,1026.105,980.266,6.377,-1.042,-0.162,4.84,2
65,20,2000,car,1026.742,980.159,6.473,-1.071,-0.164,4.84,2
65,21,2100,car,1027.389,980.049,6.565,-1.096,-0.165,4.84,2
65,22,2200,car,1028.045,979.938,6.651,-1.117,-0.166,4.84,2
65,23,2300,car,1028.71,979.826,6.732,-1.132,-0.167,4.84,2
65,24,2400,car,1029.384,979.713,6.808,-1.141,-0.166,4.84,2
65,25,2500,car,1030.065,979.601,6.879,-1.145,-0.165,4.84,2
65,26,2600,car,1030.753,979.488,6.946,-1.144,-0.163,4.84,2
65,27,2700,car,1031.449,979.377,7.01,-1.138,-0.161,4.84,2
65,28,2800,car,1032.15,979.267,7.069,-1.128,-0.158,4.84,2
