track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy,psi_rad,length,width
1,1,100,car,937.85,1025.25,-0.073,-0.005,-3.066,3.7,1.61
1,2,200,car,937.825,1025.25,0,0,-3.066,3.7,1.61
1,3,300,car,937.825,1025.25,0,0,-3.066,3.7,1.61
1,4,400,car,937.825,1025.25,0,0,-3.066,3.7,1.61
1,5,500,car,937.825,1025.25,0,0,-3.066,3.7,1.61
1,6,600,car,937.825,1025.25,0,0,-3.066,3.7,1.61
1,7,700,car,937.825,1025.25,0,0,-3.066,3.7,1.61
1,8,800,car,937.825,1025.25,0,0,-3.066,3.7,1.61
1,9,900,car,937.825,1025.25,0,0,-3.066,3.7,1.61
1,10,1000,car,937.825,1025.25,0,0,-3.066,3.7,1.61
1,11,1100,car,937.825,1025.25,0,0,-3.066,3.7,1.61
1,12,1200,car,937.825,1025.25,0,0,-3.066,3.7,1.61
1,13,1300,car,937.825,1025.25,0,0,-3.066,3.7,1.61
1,14,1400,car,937.825,1025.25,0,0,-3.066,3.7,1.61
1,15,1500,car,937.825,1025.25,0,0,-3.066,3.7,1.61
1,16,1600,car,937.825,1025.25,0,0,-3.066,3.7,1.61
1,17,1700,car,937.825,1025.25,0,0,-3.066,3.7,1.61
1,18,1800,car,937.825,1025.25,0,0,-3.066,3.7,1.61
1,19,1900,car,937.825,1025.25,0,0,-3.066,3.7,1.61
1,20,2000,car,937.825,1025.25,0,0,-3.066,3.7,1.61
1,21,2100,car,937.825,1025.25,0,0,-3.066,3.7,1.61
1,22,2200,car,937.825,1025.25,0,0,-3.066,3.7,1.61
1,23,2300,car,937.825,1025.25,0,0,-3.066,3.7,1.61
1,24,2400,car,937.825,1025.25,0,0,-3.066,3.7,1.61
1,25,2500,car,937.825,1025.25,0,0,-3.066,3.7,1.61
1,26,2600,car,937.825,1025.25,0,0,-3.066,3.7,1.61
1,27,2700,car,937.825,1025.25,0,0,-3.066,3.7,1.61
1,28,2800,car,937.825,1025.25,0,0,-3.066,3.7,1.61
1,29,2900,car,937.825,1025.25,0,0,-3.066,3.7,1.61
1,30,3000,car,937.825,1025.25,0,0,-3.066,3.7,1.61
1,31,3100,car,937.825,1025.25,0,0,-3.066,3.7,1.61
1,32,3200,car,937.825,1025.25,0,0,-3.066,3.7,1.61
1,33,3300,car,937.825,1025.25,0,0,-3.066,3.7,1.61
1,34,3400,car,937.825,1025.25,0,0,-3.066,3.7,1.61
1,35,3500,car,937.825,1025.25,0,0,-3.066,3.7,1.61
1,36,3600,car,937.825,1025.25,0,0,-3.066,3.7,1.61
1,37,3700,car,937.825,1025.25,0,0,-3.066,3.7,1.61
1,38,3800,car,937.825,1025.25,0,0,-3.066,3.7,1.61
1,39,3900,car,937.8,1025.249,-0.18,-0.014,-3.066,3.7,1.61
1,40,4000,car,937.782,1025.248,-0.218,-0.016,-3.066,3.7,1.61
1,41,4100,car,937.76,1025.245,-0.258,-0.019,-3.066,3.7,1.61
1,42,4200,car,937.734,1025.243,-0.301,-0.023,-3.066,3.7,1.61
1,43,4300,car,937.704,1025.24,-0.348,-0.026,-3.066,3.7,1.61
1,44,4400,car,937.669,1025.237,-0.402,-0.03,-3.066,3.7,1.61
1,45,4500,car,937.629,1025.234,-0.461,-0.035,-3.066,3.7,1.61
1,46,4600,car,937.583,1025.23,-0.525,-0.04,-3.066,3.7,1.61
1,47,4700,car,937.531,1025.226,-0.593,-0.045,-3.067,3.7,1.61
1,48,4800,car,937.471,1025.221,-0.665,-0.05,-3.067,3.7,1.61
1,49,4900,car,937.405,1025.216,-0.74,-0.056,-3.067,3.7,1.61
1,50,5000,car,937.331,1025.211,-0.816,-0.061,-3.067,3.7,1.61
1,51,5100,car,937.249,1025.205,-0.895,-0.067,-3.067,3.7,1.61
1,52,5200,car,937.16,1025.199,-0.975,-0.073,-3.067,3.7,1.61
1,53,5300,car,937.062,1025.193,-1.055,-0.079,-3.067,3.7,1.61
1,54,5400,car,936.956,1025.185,-1.137,-0.085,-3.067,3.7,1.61
1,55,5500,car,936.843,1025.177,-1.219,-0.091,-3.067,3.7,1.61
1,56,5600,car,936.721,1025.169,-1.301,-0.097,-3.067,3.7,1.61
1,57,5700,car,936.59,1025.16,-1.383,-0.103,-3.067,3.7,1.61
1,58,5800,car,936.452,1025.15,-1.465,-0.109,-3.067,3.7,1.61
1,59,5900,car,936.306,1025.139,-1.546,-0.115,-3.067,3.7,1.61
1,60,6000,car,936.151,1025.128,-1.627,-0.121,-3.067,3.7,1.61
1,61,6100,car,935.988,1025.116,-1.706,-0.127,-3.067,3.7,1.61
1,62,6200,car,935.818,1025.104,-1.783,-0.133,-3.067,3.7,1.61
1,63,6300,car,935.639,1025.09,-1.857,-0.139,-3.067,3.7,1.61
1,64,6400,car,935.453,1025.076,-1.929,-0.145,-3.066,3.7,1.61
1,65,6500,car,935.261,1025.062,-1.995,-0.151,-3.066,3.7,1.61
1,66,6600,car,935.061,1025.046,-2.057,-0.156,-3.066,3.7,1.61
1,67,6700,car,934.855,1025.031,-2.113,-0.161,-3.066,3.7,1.61
1,68,6800,car,934.644,1025.014,-2.162,-0.165,-3.065,3.7,1.61
1,69,6900,car,934.428,1024.998,-2.204,-0.169,-3.065,3.7,1.61
1,70,7000,car,934.208,1024.98,-2.237,-0.172,-3.065,3.7,1.61
1,71,7100,car,933.984,1024.963,-2.26,-0.175,-3.064,3.7,1.61
1,72,7200,car,933.758,1024.945,-2.273,-0.176,-3.064,3.7,1.61
1,73,7300,car,933.531,1024.928,-2.275,-0.176,-3.064,3.7,1.61
1,74,7400,car,933.303,1024.91,-2.266,-0.175,-3.065,3.7,1.61
1,75,7500,car,933.076,1024.893,-2.245,-0.172,-3.065,3.7,1.61
1,76,7600,car,932.852,1024.877,-2.211,-0.169,-3.065,3.7,1.61
1,77,7700,car,932.631,1024.861,-2.166,-0.164,-3.066,3.7,1.61
1,78,7800,car,932.414,1024.846,-2.109,-0.157,-3.067,3.7,1.61
1,79,7900,car,932.203,1024.832,-2.04,-0.15,-3.068,3.7,1.61
